Location,Date
D'antigua,2016-05-22T09:14:20.000Z
Met museum,2016-05-22T08:34:07.000Z
The Colosseum at Caesars Palace,2016-05-22T08:20:09.000Z
The Colosseum at Caesars Palace,2016-05-22T08:16:39.000Z
,2016-05-22T08:05:27.000Z
,2016-05-22T07:59:06.000Z
Williams Arizona Route 66,2016-05-22T05:38:25.000Z
AT&T Park,2016-05-22T05:03:01.000Z
Venice Beach Boardwalk,2016-05-22T02:55:55.000Z
,2016-05-22T02:05:11.000Z
"St. George, Utah",2016-05-22T01:51:03.000Z
Chinese Theater Hollywood Blvd,2016-05-22T01:50:52.000Z
,2016-05-22T01:04:30.000Z
Wynn Las Vegas,2016-05-22T00:59:25.000Z
,2016-05-22T00:59:22.000Z
Ruby's Inn,2016-05-22T00:25:55.000Z
,2016-05-21T23:02:08.000Z
,2016-05-21T22:42:25.000Z
The Grand Canyon,2016-05-21T22:36:40.000Z
Cadillac Ranch,2016-05-21T21:56:39.000Z
,2016-05-21T19:41:21.000Z
Sabino Canyon National Park,2016-05-21T18:41:05.000Z
Yosemite National Park,2016-05-21T18:13:34.000Z
,2016-05-21T17:42:12.000Z
The John F. Kennedy Center for the Performing Arts,2016-05-21T17:27:47.000Z
"Miami Beach, Florida",2016-05-21T16:27:15.000Z
,2016-05-21T16:04:58.000Z
桃園國際機場 Taoyuan International Airport,2016-05-21T14:02:33.000Z
,2016-05-21T13:56:46.000Z
,2016-05-21T12:56:27.000Z
,2016-05-21T10:33:11.000Z
"Brookings, South Dakota",2016-05-21T07:19:27.000Z
,2016-05-21T06:30:28.000Z
"Brookings, South Dakota",2016-05-21T05:36:35.000Z
Sugar Factory on Miami Beach,2016-05-21T05:10:41.000Z
Ontario Mills,2016-05-21T04:52:18.000Z
Antelope Canyon,2016-05-21T04:00:37.000Z
,2016-05-21T03:10:12.000Z
Ed's Lobster Bar,2016-05-21T03:03:52.000Z
Ledson Winery & Vineyards,2016-05-21T03:03:05.000Z
,2016-05-21T01:58:06.000Z
Golden Gate Bridge,2016-05-21T00:47:20.000Z
"Brookings, South Dakota",2016-05-21T00:39:06.000Z
,2016-05-20T22:17:50.000Z
"Las Vegas, Nevada",2016-01-16T16:31:22.000Z
,2016-05-20T22:16:57.000Z
The John F. Kennedy Center for the Performing Arts,2016-05-20T22:13:54.000Z
Universal Studios Florida,2016-05-20T21:57:28.000Z
The Library of Congress,2016-05-20T20:14:45.000Z
"Palm Springs, California",2016-05-20T20:00:29.000Z
,2016-05-20T19:54:22.000Z
"The Metropolitan Museum of Art, New York",2016-05-20T18:37:34.000Z
,2016-05-20T18:21:39.000Z
,2016-05-20T17:30:43.000Z
Golden Gate Park,2016-05-20T17:14:37.000Z
,2016-05-20T17:11:16.000Z
Grand Canyon National Park in Arizona,2016-05-20T16:40:46.000Z
"Pittsburgh, Pennsylvania",2016-05-20T15:06:34.000Z
,2016-05-20T12:18:01.000Z
Brooklyn Bridge,2016-05-20T11:34:43.000Z
,2016-05-20T11:28:54.000Z
,2016-05-20T11:27:58.000Z
,2016-05-20T11:27:19.000Z
,2016-05-20T11:26:14.000Z
,2016-05-20T11:08:38.000Z
,2016-05-20T10:59:30.000Z
,2016-05-20T10:57:41.000Z
,2016-05-20T10:56:38.000Z
,2016-05-20T10:54:07.000Z
,2016-05-20T10:52:54.000Z
,2016-05-20T10:51:35.000Z
,2016-05-20T10:48:01.000Z
,2016-05-20T10:46:38.000Z
"Seattle, Washington",2016-05-20T06:25:25.000Z
,2016-05-20T06:21:21.000Z
,2016-05-20T06:12:13.000Z
"Lombard St. - World's Crookedest Street, San Francisco",2016-05-20T06:11:16.000Z
,2016-05-20T05:52:42.000Z
,2016-05-20T05:47:56.000Z
,2016-05-20T05:45:09.000Z
,2016-05-20T05:43:35.000Z
,2016-05-20T06:09:10.000Z
The Orchard Hotel,2016-05-20T06:07:31.000Z
,2016-05-20T06:03:59.000Z
San Francisco Cable Car,2016-05-20T06:03:30.000Z
,2016-05-20T06:01:46.000Z
Palace of Fine Arts,2016-05-20T05:58:02.000Z
"Union Square, San Francisco",2016-05-20T05:54:16.000Z
Golden Gate Bridge,2016-05-20T05:49:47.000Z
Grand Canyon National Park,2016-05-20T05:49:35.000Z
Fishermans Wharf San Francisco,2016-05-20T05:47:07.000Z
Painted ladies,2016-05-20T05:44:30.000Z
,2016-05-20T05:13:47.000Z
"Golden Gate Park, SF",2016-05-20T05:13:35.000Z
,2016-05-20T05:10:12.000Z
Golden Gate Park Dutch Windmill,2016-05-20T05:08:02.000Z
,2016-05-20T05:02:49.000Z
Cross Eyed Cow Pizza,2016-05-20T03:00:07.000Z
Universal Studios Orlando,2016-05-20T02:27:42.000Z
Horseshoe Bend,2016-05-20T01:55:23.000Z
,2016-05-20T01:18:14.000Z
Casa do Funileiro Venceslau,2016-05-20T01:14:07.000Z
"Takoma Park, Maryland",2016-05-20T00:01:08.000Z
,2016-05-19T20:32:21.000Z
,2016-05-19T20:03:15.000Z
The Obama White House,2016-05-19T19:47:02.000Z
Melrose Avenue,2016-05-19T18:49:07.000Z
Golden State Warriors Oracle Arena,2016-05-19T18:40:34.000Z
,2016-05-19T18:22:04.000Z
Prairie Lanes,2016-05-19T16:30:20.000Z
Prairie Lanes,2016-05-19T16:12:08.000Z
,2016-05-19T15:33:11.000Z
Daktronics,2016-05-19T15:14:58.000Z
,2016-05-19T14:53:26.000Z
Whiskey Creek Wood Fire Grill - Brookings,2016-05-19T14:23:15.000Z
National Mall and Memorial Parks,2016-05-19T11:47:30.000Z
,2016-05-19T11:16:26.000Z
Perkins Family Restaurant,2016-05-19T11:25:37.000Z
Perkins Family Restaurant,2016-05-19T11:19:16.000Z
The Brooklyn Bridge New York City,2016-05-19T09:06:15.000Z
The Grove,2016-05-19T08:14:42.000Z
Golden Gate Bridge,2016-05-19T05:06:11.000Z
Lake Powell Resorts and Marinas,2016-05-19T03:55:43.000Z
Capital One Arena,2016-05-19T02:55:10.000Z
,2016-05-19T02:24:38.000Z
,2016-05-19T02:11:13.000Z
,2016-05-19T02:08:55.000Z
,2016-05-19T01:42:02.000Z
"Baltimore, Maryland",2016-05-19T01:32:54.000Z
,2016-05-18T22:27:38.000Z
Statue of Liberty National Monument,2016-05-18T22:11:36.000Z
Lake Tahoe - Emerald Bay,2016-05-18T20:58:09.000Z
,2016-05-18T19:43:02.000Z
National Museum of the American Indian,2016-05-18T19:28:56.000Z
"National Air and Space Museum, Smithsonian Institution",2016-05-18T19:13:27.000Z
"Venice Beach, Los Angeles",2016-05-18T18:35:28.000Z
Times Square,2016-05-18T18:27:54.000Z
Lake Champlain,2016-05-18T18:26:07.000Z
,2016-05-18T18:05:36.000Z
Gateway Arch,2016-05-18T17:42:11.000Z
,2016-05-18T17:31:38.000Z
Santa Monica Pier,2014-09-11T13:16:11.000Z
Hollywood Sign,2014-09-10T13:20:19.000Z
Bixby Creek Bridge,2014-09-08T09:01:35.000Z
"California City, California",2014-09-08T08:59:54.000Z
Golden Gate Bridge,2014-09-07T14:35:26.000Z
Fisherman's Wharf,2014-09-07T14:31:58.000Z
"Sacramento, California",2014-09-07T14:30:22.000Z
"Las Vegas, Nevada",2014-09-03T06:05:14.000Z
"Philadelphia, Pennsylvania",2014-08-25T02:36:35.000Z
"Philadelphia, Pennsylvania",2014-08-25T02:34:39.000Z
Edgar Allan Poe Museum,2014-08-25T02:28:24.000Z
"New York, New York",2014-08-20T04:10:18.000Z
New York State Welcome Center,2016-05-18T16:39:16.000Z
Kualoa Ranch,2016-05-18T14:34:06.000Z
Palace of Fine Arts,2016-05-18T13:59:50.000Z
"Union Square, San Francisco",2016-05-18T13:50:45.000Z
Time Square New York,2016-05-18T11:45:19.000Z
Del Frisco's Double Eagle Steakhouse,2016-05-18T10:57:36.000Z
Death Valley National Park,2016-05-18T10:49:51.000Z
"Universal City, California",2016-05-18T10:41:31.000Z
Rockefeller Center New York,2016-05-18T10:28:41.000Z
Denver Zoo,2016-05-18T06:17:13.000Z
Denver Zoo,2016-05-18T06:09:20.000Z
Denver Zoo,2016-05-18T06:04:07.000Z
,2016-05-18T05:53:29.000Z
Carmel Beach CA,2016-05-18T05:43:19.000Z
Pier 41,2016-05-18T05:26:50.000Z
Chihuly Garden and Glass,2016-05-18T05:20:02.000Z
Millennium Park,2016-05-18T05:07:38.000Z
Skydeck Chicago,2016-05-18T05:06:59.000Z
,2016-05-18T05:05:10.000Z
The Art Institute of Chicago,2016-05-18T05:04:23.000Z
"Lombard Street, San Francisco",2016-05-18T04:53:26.000Z
Pier39 Fishermans Wharf,2016-05-18T04:46:34.000Z
Rockefeller Center New York,2016-05-18T04:35:30.000Z
,2016-05-18T04:29:06.000Z
30  Rockefeller Plaza  New York City,2016-05-18T01:28:32.000Z
,2016-05-18T01:18:55.000Z
,2016-05-18T00:13:18.000Z
Golden Gate Bridge,2016-05-18T00:08:33.000Z
Magnolia Bakery,2016-05-17T23:58:21.000Z
Lincoln Park Zoo,2016-05-17T21:56:00.000Z
"Universal City, California",2016-05-17T21:41:42.000Z
"Chicago, Illinois",2016-05-17T21:21:30.000Z
Chicago Cultural Center,2016-05-17T20:46:57.000Z
,2016-05-17T20:39:20.000Z
LAX,2016-05-17T20:27:55.000Z
Whole Foods Market,2016-05-17T19:20:33.000Z
Magnolia Bakery,2016-05-17T19:10:40.000Z
Boston Harbor Hotel,2016-05-17T16:48:00.000Z
Universal Studios Florida,2016-05-17T16:04:11.000Z
"Union Square, San Francisco",2016-05-17T15:46:44.000Z
Jurassic World,2016-05-17T14:53:42.000Z
Grand Canyon West,2016-05-17T14:08:01.000Z
"New York, New York",2016-05-17T12:08:13.000Z
"Union Square, San Francisco",2016-05-17T12:06:47.000Z
"Union Square, San Francisco",2016-05-17T11:59:47.000Z
Apple Fifth Avenue,2016-05-17T11:55:09.000Z
Arthur Ravenel Bridge Into Charleston,2016-05-17T11:39:26.000Z
United States,2016-05-17T09:14:46.000Z
"Wicker Park, Chicago",2016-05-17T07:07:32.000Z
,2016-05-17T06:45:47.000Z
"San Francisco, California",2015-03-16T19:04:11.000Z
"Muni Pier, San Francisco Maritime NHP",2015-03-16T02:15:19.000Z
Lombard Street,2015-03-15T16:51:19.000Z
"Union Square, San Francisco",2015-03-15T04:52:45.000Z
Las Vegas Eiffel Tower,2015-03-14T19:11:09.000Z
"Las Vegas, Nevada",2015-03-14T17:22:41.000Z
Bellagio Las Vegas,2015-03-13T16:29:02.000Z
Caesars Palace,2015-03-13T15:34:29.000Z
M&M's World,2015-03-13T15:32:47.000Z
Griffith Observatory,2015-03-12T00:30:36.000Z
Cho Oishi,2015-03-10T19:42:07.000Z
Hollywood Walk of Fame,2015-03-10T17:11:22.000Z
Hollywood Walk of Fame,2015-03-10T17:08:31.000Z
Warner Bros. Studio Tour Hollywood,2015-03-10T15:53:36.000Z
Warner Bros. Studio Tour Hollywood,2015-03-10T15:46:18.000Z
Urban Light,2015-03-09T14:49:35.000Z
Sushi Roku Santa Monica,2015-03-09T03:09:15.000Z
Santa Monica Pier,2015-03-08T23:52:33.000Z
Santa Monica Pier,2015-03-08T20:50:56.000Z
"Santa Monica, California",2015-03-08T20:47:09.000Z
Venice Beach,2015-03-08T17:33:21.000Z
Venice Beach,2015-03-08T17:16:31.000Z
Julia Pfeiffer Burns State Park,2016-05-17T06:14:38.000Z
Elephant Seal Vista Point,2016-05-17T06:07:53.000Z
"New York, New York",2016-05-17T05:53:43.000Z
Trump Tower New York,2016-05-17T05:36:01.000Z
Trump Tower New York,2016-05-17T05:31:58.000Z
"Union Square, San Francisco",2016-05-17T05:29:36.000Z
"San Francisco, California",2016-05-17T05:12:55.000Z
Time Square New York,2016-05-17T05:08:42.000Z
Seattle Aquarium,2016-05-17T04:53:01.000Z
"Alcatraz Prison Island, San Francisco",2016-05-17T03:46:53.000Z
,2016-05-17T03:01:38.000Z
"Grand Canyon National Park, South Rim",2016-05-17T02:16:31.000Z
Grand Canyon National Park,2016-05-17T01:58:11.000Z
,2016-05-17T01:42:01.000Z
Universidad de Maryland,2016-05-17T00:40:05.000Z
"Universal Studios And Island Of Adventures Theme Park, Orlando",2016-05-16T23:55:50.000Z
Soldiers' and Sailors' Monument,2016-05-16T23:13:54.000Z
"Union Square, San Francisco",2016-05-16T22:54:15.000Z
IKEA,2016-05-16T22:46:24.000Z
New Orleans French Quarter,2016-05-16T22:24:52.000Z
Heritage Bicycles General Store,2016-05-16T22:09:22.000Z
"Seattle, Washington",2016-05-16T20:54:29.000Z
,2016-05-16T19:48:12.000Z
,2016-05-16T19:26:58.000Z
"San Francisco, California",2016-05-16T18:39:18.000Z
,2016-05-16T17:56:48.000Z
Kualoa Ranch,2016-05-16T16:13:05.000Z
,2016-05-16T16:10:49.000Z
Palace of Fine Arts,2016-05-16T15:25:39.000Z
Universal Studio Hollywood,2016-05-16T14:54:33.000Z
San Francisco-Oakland Bay Bridge,2016-05-16T13:54:55.000Z
,2016-05-16T12:26:55.000Z
,2016-05-16T12:20:48.000Z
,2016-05-16T12:17:19.000Z
,2016-05-16T11:27:28.000Z
United Nations Plaza,2015-03-17T17:17:38.000Z
Boston Harbor,2016-05-16T12:55:31.000Z
Kualoa Ranch,2016-05-16T12:47:32.000Z
"San Francisco, California",2016-05-16T10:30:35.000Z
Civic Center,2016-05-16T07:51:22.000Z
"Texas Roadhouse - Columbia, MO",2016-05-16T06:05:52.000Z
"Dunedin, Florida",2016-05-16T04:43:23.000Z
San Francisco-Oakland Bay Bridge,2016-05-16T04:27:35.000Z
San Francisco Ferry Building,2016-05-16T04:08:13.000Z
The Mirage Hotel and Casino,2016-05-16T03:57:27.000Z
Alamo Square,2016-05-16T02:29:45.000Z
,2016-05-16T01:08:06.000Z
Museum of Pop Culture,2016-05-16T00:55:04.000Z
Golden Gate Bridge,2016-05-15T23:41:15.000Z
Wyndham Garden Hotel Detroit Metro Airport,2016-05-15T23:16:28.000Z
"Charleston, South Carolina",2016-05-15T22:44:01.000Z
"Washington, District of Columbia",2016-05-15T22:33:34.000Z
The George Washington University,2016-05-15T21:38:39.000Z
"San Francisco, California",2016-05-15T20:53:56.000Z
,2016-05-15T20:49:00.000Z
,2016-05-15T20:47:25.000Z
Detroit Institute of Arts,2016-05-15T20:20:12.000Z
Yosemite National Park,2016-05-15T20:01:52.000Z
Sunset Hill Park,2016-05-15T19:23:01.000Z
,2016-05-15T17:17:04.000Z
"The Capitol, Washington D.C.",2016-05-15T17:03:22.000Z
Kualoa Ranch,2016-05-15T16:01:40.000Z
Hampton Inn Key Largo,2016-05-15T15:50:29.000Z
Yosemite National Park,2016-05-15T15:12:04.000Z
"Minneapolis, Minnesota",2016-05-15T15:01:16.000Z
LAX,2016-05-15T13:17:22.000Z
Kualoa Ranch,2016-05-15T12:48:07.000Z
Fenway Stadium,2016-05-15T11:42:31.000Z
Brooklyn Heights Promenade,2016-05-15T10:08:26.000Z
Ace Hotel Portland,2016-05-15T08:22:33.000Z
"Las Vegas, Nevada",2016-05-15T07:03:15.000Z
"Las Vegas, Nevada",2016-05-15T06:19:16.000Z
Phoenix Sky Harbor International Airport,2016-05-15T04:23:25.000Z
Yosemite National Park,2016-05-15T04:02:19.000Z
Starbucks Reserve,2016-05-15T03:11:52.000Z
San Francisco Cable Car,2016-05-14T22:10:34.000Z
,2016-05-14T21:32:41.000Z
Benjamin Franklin Bridge,2016-05-14T21:16:35.000Z
,2016-05-14T20:54:33.000Z
"Jerome, Arizona",2016-05-14T20:49:20.000Z
Schnebly Hill Road,2016-05-14T20:45:00.000Z
Yosemite National Park,2016-05-14T19:45:58.000Z
Las Vegas Blvd,2016-05-14T17:59:27.000Z
Universal Studio Hollywood,2016-05-14T17:26:17.000Z
"Minneapolis, Minnesota",2016-05-14T15:21:16.000Z
"Minneapolis, Minnesota",2016-05-14T15:06:48.000Z
,2016-05-14T14:57:00.000Z
Universal CityWalk Hollywood,2016-05-14T11:03:09.000Z
Grand Canyon South Rim,2016-05-14T08:18:01.000Z
,2016-05-14T07:34:30.000Z
Yosemite National Park,2016-05-14T07:23:45.000Z
,2016-05-14T06:15:54.000Z
,2016-05-14T05:09:54.000Z
Stanford University,2016-05-14T04:47:06.000Z
,2016-05-14T04:43:01.000Z
Yosemite Falls,2016-05-14T04:15:42.000Z
Space Needle,2016-05-14T02:35:14.000Z
,2016-05-14T02:23:07.000Z
,2016-05-14T02:18:14.000Z
Universal Studio Hollywood,2016-05-14T02:10:26.000Z
Yosemite National Park,2016-05-14T02:05:05.000Z
,2016-05-13T20:21:41.000Z
"Half Dome, Yosemite",2016-05-13T20:18:59.000Z
,2016-05-13T19:17:24.000Z
citizenM hotels,2016-05-13T17:59:23.000Z
Detroit Metro Airport (DTW),2016-05-13T17:45:56.000Z
Grand Canyon National Park,2016-05-13T17:35:13.000Z
"Beverly Hills, California",2015-12-15T21:42:20.000Z
Singapore Changi Airport Terminal 3 Departure Hall,2016-05-13T16:39:15.000Z
"Hurley's Golf Course, Ka'a'awa Vallay",2016-05-13T16:17:16.000Z
"Hurley's Golf Course, Kualoa Ranch",2016-05-13T15:04:19.000Z
"Los Angeles, California",2016-05-13T14:24:39.000Z
"Kansas City, Missouri",2016-05-13T13:43:35.000Z
"Minneapolis, Minnesota",2016-05-13T13:19:24.000Z
The Westin Copley Place,2016-05-13T12:30:49.000Z
Tunnel View,2016-05-13T12:22:33.000Z
Grand Canyon National Park,2016-05-13T10:11:07.000Z
The Obama White House,2016-05-13T08:26:02.000Z
,2016-05-13T07:25:22.000Z
Sushi Kashiba,2016-05-13T06:01:05.000Z
Kualoa Ranch,2016-05-13T05:25:45.000Z
California Route 66 Museum,2016-05-13T04:24:45.000Z
,2016-05-13T01:26:14.000Z
"Malibu, California",2016-05-13T01:17:17.000Z
"San Francisco, California",2016-05-13T00:53:10.000Z
Old Sacramento Waterfront,2016-05-12T22:43:31.000Z
Old Sacramento Waterfront,2016-05-12T22:42:16.000Z
"Sacramento, California",2016-05-12T22:40:47.000Z
PIER 39,2016-05-12T20:38:10.000Z
Sausalito Bay Waterfont,2016-05-12T20:30:07.000Z
San Francisco Bay,2016-05-12T20:27:44.000Z
Golden Gate Bridge,2016-05-12T20:26:46.000Z
"Tucson, Arizona",2016-05-12T17:06:53.000Z
Central Park,2016-05-12T16:05:13.000Z
Battery Cooper,2016-05-12T15:24:53.000Z
PIER 39,2016-05-12T14:54:59.000Z
Hollywood,2016-05-12T13:55:22.000Z
Death Valley National Park,2016-05-12T13:37:17.000Z
NRG Stadium,2016-05-12T12:49:11.000Z
Voodoo Doughnut,2016-05-12T08:56:02.000Z
Sausalito Town Square,2016-05-12T07:47:51.000Z
Gum Wall,2016-05-12T07:13:19.000Z
Central Park,2016-05-12T07:11:52.000Z
Golden Gate Bridge,2016-05-12T07:00:46.000Z
,2016-05-12T06:01:06.000Z
Bellagio Las Vegas,2016-05-12T04:35:39.000Z
Daytona Beach Pier,2016-05-12T04:14:02.000Z
,2016-05-12T01:38:21.000Z
Singapore,2016-05-12T01:33:04.000Z
Swensen's Ice Cream,2016-05-11T23:09:43.000Z
The Coit Tower,2016-05-11T17:11:46.000Z
Ala Wai Boat Harbor,2016-05-11T15:42:37.000Z
,2016-05-11T15:39:36.000Z
Hakkasan San Francisco,2016-05-11T14:55:24.000Z
Central Park,2016-05-11T14:46:39.000Z
Papa‘iloa Beach,2016-05-11T13:07:17.000Z
Radiocity,2016-05-11T12:23:22.000Z
New-York City Statue of Liberty,2016-05-11T12:20:56.000Z
Venice Canals,2016-05-11T11:36:37.000Z
Ten Barrel Brewing Co,2016-05-11T07:29:50.000Z
Slide Rock State Park,2016-05-11T07:02:20.000Z
Dutch Windmill,2016-05-11T05:39:30.000Z
Sedona RED ROCK Adventures,2016-05-11T04:12:35.000Z
Red Rock State Park,2016-05-11T04:01:26.000Z
American Greetings World Headquarters,2016-05-11T01:58:30.000Z
Transamerica Pyramid,2016-05-11T01:39:31.000Z
"Chicago, Illinois",2016-05-11T00:12:20.000Z
Field Museum,2016-05-10T23:33:41.000Z
Hollywood,2016-05-10T21:35:30.000Z
Warner Bros. Studio Tour Hollywood,2016-05-10T20:53:11.000Z
"Boston, Massachusetts",2016-05-10T19:39:16.000Z
Santa Monica Pier,2016-05-10T17:56:38.000Z
Palace of Fine Arts,2016-05-10T17:33:09.000Z
Peoples Academy Highschool,2016-05-10T16:22:59.000Z
Papa‘iloa Beach,2016-05-10T15:21:34.000Z
"San Francisco, California",2016-05-10T15:16:06.000Z
New Hampshire State House,2016-05-10T15:03:43.000Z
Lost Survivor Beach,2016-05-10T13:20:38.000Z
Gare de Los Angeles,2016-05-10T12:40:09.000Z
Golden Gate Bridge,2016-05-10T11:28:32.000Z
Miami Sunny Isle Beach,2016-05-10T11:12:22.000Z
Hollywood,2016-05-10T10:30:39.000Z
Islamorada Fishing Bridge,2016-05-10T10:15:18.000Z
,2016-05-10T06:47:22.000Z
Golden Gate Bridge,2016-05-10T04:31:19.000Z
,2016-05-10T02:37:39.000Z
Griffith Observatory,2016-05-10T02:35:36.000Z
Venice Beach Boardwalk,2016-05-10T01:37:36.000Z
Golden Gate Bridge,2016-05-10T01:15:57.000Z
"Cloud Gate ('The Bean'), Millenium Park",2016-05-10T00:14:13.000Z
,2016-05-09T22:22:41.000Z
Hollywood Blvd.,2016-05-09T22:00:41.000Z
,2016-05-09T20:12:01.000Z
"San Francisco, California",2016-05-09T19:34:18.000Z
,2016-05-09T19:23:55.000Z
Christmas Store,2016-05-09T18:35:43.000Z
Prudential Center,2016-05-09T17:08:56.000Z
,2016-05-09T16:18:54.000Z
,2016-05-09T15:04:37.000Z
"San Francisco, California",2016-05-08T20:30:09.000Z
"San Francisco, California",2016-05-08T20:26:53.000Z
Battery Spencer,2016-05-07T20:46:58.000Z
Yosemite National Park,2016-05-05T01:32:54.000Z
Yosemite National Park,2016-05-05T01:30:08.000Z
Golden Gate Bridge,2016-05-03T22:45:34.000Z
Lake Tahoe,2016-05-02T02:12:18.000Z
"Reno, Nevada",2016-05-01T05:07:00.000Z
"Reno, Nevada",2016-05-01T00:38:12.000Z
"Portland, Oregon",2016-04-25T08:51:43.000Z
"Portland, Oregon",2016-04-25T02:52:11.000Z
"Portland, Oregon",2016-04-24T22:32:53.000Z
"Portland, Oregon",2016-04-24T09:10:54.000Z
"Millenium Park, Chicago",2016-04-21T15:58:55.000Z
Buffalo Wild Wings New York,2014-08-20T04:17:40.000Z
Paris Las Vegas Hotel & Casino,2013-07-01T20:07:10.000Z
Palace of Fine Arts,2013-06-20T20:11:03.000Z
Grand Teton National Park,2016-05-09T14:58:33.000Z
Lost Survivor Beach,2016-05-09T14:52:46.000Z
"Beacon Hill, Boston",2016-05-09T14:16:34.000Z
"Cabazon, California",2016-05-09T14:08:14.000Z
Lost Survivor Beach,2016-05-09T12:26:15.000Z
Warner Bros. Studio Tour Hollywood,2016-05-09T10:40:42.000Z
,2016-05-09T06:24:12.000Z
Georgetown N.W. Washington D.C.,2016-05-09T04:59:19.000Z
"Chicago, Illinois",2016-05-09T04:38:53.000Z
"San Francisco, California",2016-05-09T02:06:34.000Z
St. Louis Cathedral,2016-05-09T00:44:32.000Z
,2016-05-09T00:39:11.000Z
Phoenix Zoo,2016-05-09T00:34:59.000Z
Empire State Building,2016-05-08T23:19:03.000Z
"Verrazano Bridge Brooklyn, NY",2016-05-08T23:08:44.000Z
"Manhattan, New York",2016-05-08T23:01:35.000Z
University of Michigan,2016-05-08T22:54:21.000Z
"Union Square, San Francisco",2016-05-08T20:49:04.000Z
"Union Square, San Francisco",2016-05-08T18:09:02.000Z
,2016-05-08T17:28:22.000Z
Georgetown Cupcake,2016-05-08T17:04:49.000Z
,2016-05-08T15:03:51.000Z
"Universal City, California",2016-05-08T14:24:17.000Z
Papa‘iloa Beach,2016-05-08T13:54:10.000Z
Staton Island Ferry,2016-05-08T08:21:58.000Z
,2016-05-08T06:33:37.000Z
"Central Park, Manhatan, New York",2016-05-08T05:11:10.000Z
Knott's Berry Farm,2016-05-08T00:50:27.000Z
Foreign Cinema,2016-05-08T00:47:41.000Z
Nichols Arboretum,2016-05-08T00:18:09.000Z
"Grand Canyon West, Hualapai Nation, Grand Canyon National Park, AZ",2016-05-08T00:08:24.000Z
Hollywood,2016-05-07T23:32:45.000Z
,2016-05-07T23:29:14.000Z
Detroit Metro Airport (DTW),2016-05-07T23:09:32.000Z
Independence Hall,2016-05-07T22:27:44.000Z
"Grand Canyon, Arizona USA",2013-08-30T09:28:30.000Z
,2016-05-07T22:18:19.000Z
Top Golf,2016-05-07T21:25:31.000Z
"Annapolis, Maryland",2016-05-07T21:01:35.000Z
Mount Rushmore National Memorial,2016-05-07T20:48:57.000Z
"San Francisco, California",2016-05-07T20:38:43.000Z
Ford World Headquarters,2016-05-07T18:52:23.000Z
Papa‘iloa Beach,2016-05-07T08:54:53.000Z
,2016-05-07T03:18:00.000Z
美國國家肖像畫廊,2016-05-07T01:22:57.000Z
The Point Crab House and Grill,2016-05-07T01:18:38.000Z
Universal CityWalk Hollywood,2016-05-06T23:53:01.000Z
"Museum of Fine Arts, Boston",2016-05-06T20:39:05.000Z
Renwick Gallery,2016-05-06T15:26:37.000Z
Statue of Liberty at Liberty Island,2016-05-06T15:08:36.000Z
Vera Wang Bridal House,2016-05-06T14:05:14.000Z
Omega Station,2016-05-06T14:03:48.000Z
Baltimore Marriott Waterfront,2016-05-06T11:31:29.000Z
NPR,2016-05-06T04:26:30.000Z
Cincinnati,2016-05-06T03:39:00.000Z
,2016-05-06T02:33:24.000Z
Brooklyn Botanic Garden,2016-05-06T02:25:40.000Z
,2016-05-06T00:45:51.000Z
"Carson City, Nevada",2016-05-06T00:21:46.000Z
Virginia City Historic District,2016-05-06T00:06:31.000Z
Virginia City Historic District,2016-05-06T00:05:15.000Z
"Virginia City, Nevada",2016-05-06T00:03:07.000Z
"Virginia City, Nevada",2016-05-05T23:59:46.000Z
La Colombe,2016-05-05T23:54:04.000Z
Palace of Fine Arts,2016-05-05T23:24:52.000Z
,2016-05-05T23:08:38.000Z
,2016-05-05T22:27:32.000Z
"Harvard University, Boston, Massachusetts",2016-05-05T21:37:11.000Z
,2016-05-05T20:56:33.000Z
,2016-05-05T20:35:49.000Z
Hollywood,2016-05-05T14:07:03.000Z
42th Street Time Square.,2016-03-14T14:33:06.000Z
Momofuku CCDC,2016-05-05T20:22:04.000Z
Chaparral Motorsports,2016-05-05T18:27:38.000Z
LAX,2016-05-05T16:48:52.000Z
Waikiki Landmark,2016-05-05T14:22:35.000Z
,2016-05-05T13:47:49.000Z
,2016-05-05T08:11:58.000Z
,2016-05-05T07:53:38.000Z
PIER 39,2016-05-05T07:48:24.000Z
,2016-05-05T07:43:13.000Z
The Paul Revere House,2016-05-05T02:54:40.000Z
Bell In Hand Tavern,2016-05-05T02:53:21.000Z
State House,2016-05-05T02:49:16.000Z
Old State House,2016-05-05T02:46:09.000Z
Hobee's Sunnyvale,2016-05-05T02:29:50.000Z
,2016-05-05T01:24:11.000Z
,2016-05-05T01:18:34.000Z
,2016-05-05T01:12:29.000Z
,2016-05-05T00:59:09.000Z
Boston Public Garden,2016-05-04T20:26:18.000Z
National Gallery of Art,2016-05-04T18:23:37.000Z
"Palm Springs Tramway, Mt San Jacinto State Park",2016-05-04T17:43:21.000Z
"National Air and Space Museum, Smithsonian Institution",2016-05-04T16:45:29.000Z
,2016-05-04T13:06:16.000Z
,2016-05-04T11:57:56.000Z
,2016-05-04T11:10:27.000Z
"Dallas, Texas",2016-05-04T10:04:47.000Z
Gatsby Dallas Nightclub,2016-05-04T07:49:21.000Z
Googleplex,2016-05-04T02:49:05.000Z
Statten Island Ferry,2016-05-04T01:52:43.000Z
Southeast Anchor Library,2016-05-04T01:05:35.000Z
