Location,Month,Year,Season
Seattle Big Wheel,10,2016,Fall
Hogback Mountain Scenic Overlook,10,2016,Fall
"42nd Street Subway Station, New York City",10,2016,Fall
Downtown Las Vegas - Fremont Experience,10,2016,Fall
Fll - Ft. Lauderdal International Airport,10,2016,Fall
Newark/New York International Airport (EWR),10,2016,Fall
World Trade Center,10,2016,Fall
Grand Canyon National Park,10,2016,Fall
Hualapai Mountain Resort,10,2016,Fall
Duck Creek Walking Trail,10,2016,Fall
Route 66 Antique Mall,10,2016,Fall
"Santa Ana, California",10,2016,Fall
Cayucos Beach,10,2016,Fall
Bellagio Casino,10,2016,Fall
Walmart Supercenter Irvine,10,2016,Fall
Lower Antelope Canyon,10,2016,Fall
The Adler Planetarium,10,2016,Fall
Cayucos Beach,10,2016,Fall
Walt Disney World,10,2016,Fall
National Mall and Memorial Parks,10,2016,Fall
"The Capitol, Washington D.C.",10,2016,Fall
Garden of the Gods,10,2016,Fall
230 Fifth: Best Heated Rooftop Bar/Club/Restaurant In NYC,10,2016,Fall
"United States Capitol Building, Washington D.C.",10,2016,Fall
Huntington Beach Pier,10,2016,Fall
"Las Vegas, Nevada",10,2016,Fall
"SF Bay, Golden Gate Bridge",10,2016,Fall
"Austin Asian Community Health Initiative, Inc.",10,2016,Fall
Miami Wynwood Art District,10,2016,Fall
"Las Vegas, Nevada",10,2016,Fall
Grand Canyon- Arizona,10,2016,Fall
Universal Studios Hollywood,10,2016,Fall
Brooklyn Bridge,10,2016,Fall
Niagara Falls,10,2016,Fall
"Las Vegas, Nevada",10,2016,Fall
Vencie Beach,10,2016,Fall
"Phoenix, Arizona",10,2016,Fall
"Las Vegas, Nevada",10,2016,Fall
"SoHo, Manhattan",10,2016,Fall
Utah State Line,10,2016,Fall
Santa Monica - LA - California,10,2016,Fall
"Union Square, San Francisco",10,2016,Fall
Key West Islands - Florida (U.S.A.),10,2016,Fall
"Sequoia National Park, California",10,2016,Fall
Los Angeles - Santa Monica,10,2016,Fall
Lower Antelope Canyon,10,2016,Fall
Brooklyn Bridge,10,2016,Fall
San Rafael Reef  UT,10,2016,Fall
Theodore Roosevelt Lake,10,2016,Fall
JFK Terminal 7,10,2016,Fall
Vencie Beach,10,2016,Fall
Morro Bay Beach,10,2016,Fall
Yosemite National Park,10,2016,Fall
Universal Studios Hollywood,10,2016,Fall
"Sequoia National Park, California",10,2016,Fall
World Trade Center St. Louis,10,2016,Fall
"Times Square, New York City",10,2016,Fall
Statue of Liberty National Monument,10,2016,Fall
Lower Antelope Canyon,10,2016,Fall
"Dallas,Tex.",10,2016,Fall
"Lower Antelope Canyon, Navajo Nation",10,2016,Fall
Hollywood Beach,10,2016,Fall
Lower Antelope Canyon,10,2016,Fall
"Lower Antelope Canyon, Navajo Nation",10,2016,Fall
"Phillipsburg, New Jersey",10,2016,Fall
Com Tam Dao Vien,10,2016,Fall
Yosemite National Park,10,2016,Fall
"Orange County, Florida Government",10,2016,Fall
Grand Canyon Arizona,10,2016,Fall
"Sequoia National Park, California",10,2016,Fall
Yosemite National Park,10,2016,Fall
"Chicago, Illinois",10,2016,Fall
Brooklyn Bridge,10,2016,Fall
Downtown Minnepolis,10,2016,Fall
Yosemite National Park,10,2016,Fall
"Solvang, California",10,2016,Fall
"New York, New York",10,2016,Fall
Horseshoe Bend,10,2016,Fall
PHD Rooftop Lounge at Dream Downtown,10,2016,Fall
"Washington, District of Columbia",10,2016,Fall
"India in USA (Embassy of India, Washington DC)",10,2016,Fall
"Indonesian Embassy - Washington, DC",10,2016,Fall
Wall Street,10,2016,Fall
"Los Angeles, California",10,2016,Fall
Statue of Liberty National Monument,10,2016,Fall
The Golden Gate Bridge,10,2016,Fall
Smithsonian's National Museum of Natural History,10,2016,Fall
Atlanta Botanical Garden,10,2016,Fall
Oakmont Service Plaza,10,2016,Fall
"Washington, District of Columbia",10,2016,Fall
"Las Vegas, Nevada",10,2016,Fall
"Santa Monica, California",10,2016,Fall
Las Vegas Boat Harbor & Lake Mead Marina,10,2016,Fall
Las Vegas Boat Harbor & Lake Mead Marina,10,2016,Fall
Hoover Dam,10,2016,Fall
Baia di San Francisco,10,2016,Fall
Hoover Dam,10,2016,Fall
Hoover Dam,10,2016,Fall
Arizona-Nevada Border on Hoover Dam,10,2016,Fall
Brooklyn Bridge,10,2016,Fall
Hoover Dam,10,2016,Fall
"Las Vegas, Nevada",10,2016,Fall
"Flamingo Casino Las Vegas, Nevada",10,2016,Fall
Luxor Hotel and Casino,10,2016,Fall
"NewYork NewYork, Las Vegas",10,2016,Fall
"South Las Vegas, Las Vegas",10,2016,Fall
Paris Las Vegas Hotel & Casino,10,2016,Fall
High Roller Vegas,10,2016,Fall
Welcome to Fabulous Las Vegas sign,10,2016,Fall
Larimer Square,10,2016,Fall
U.S. Military Academy - West Point,10,2016,Fall
Chicago Downtown,10,2016,Fall
Haystack Rock,10,2016,Fall
Riviera Maya Mexico,10,2016,Fall
"Manhattan, New York",10,2016,Fall
"Columbia University, 116 Street, Upper Manhattan",10,2016,Fall
Deschutes Brewery,10,2016,Fall
Deschutes Brewery,10,2016,Fall
Sentinel Dome,10,2016,Fall
Flughafen Wien - Vienna Airport,10,2016,Fall
Gum Wall,10,2016,Fall
LAX,10,2016,Fall
Grand Canyon National Park,10,2016,Fall
Melrose Avenue,10,2016,Fall
"Los Angeles, California",10,2016,Fall
Badlands National Park,10,2016,Fall
"Times Square, New York City",10,2016,Fall
"Hard Rock Cafe Niagara Falls, USA",10,2016,Fall
Joshua Tree National Park,10,2016,Fall
Niagara Falls,10,2016,Fall
Niagara Falls,10,2016,Fall
Maid Of The Mist Niagra Falls State Park,10,2016,Fall
Maid Of The Mist Niagra Falls State Park,10,2016,Fall
Niagara Falls,10,2016,Fall
"Point Reyes, California",10,2016,Fall
Midtown Manhattan,10,2016,Fall
USS Midway San Diego Bay,10,2016,Fall
Sedona Red Rocks,10,2016,Fall
Japanese Tea Garden,10,2016,Fall
"The Metropolitan Museum of Art, New York",10,2016,Fall
Central Park in NYC,10,2016,Fall
Death Valley National Park,10,2016,Fall
"Hoover Dam, Nevada And Arizona",10,2016,Fall
Wall Street,10,2016,Fall
Glacier Point,10,2016,Fall
"Mather Point View, Grand Canyon South Rim",10,2016,Fall
"Keywest, Florida",10,2016,Fall
"Keywest, Florida",10,2016,Fall
"Keywest, Florida",10,2016,Fall
"Boston, Massachusetts",10,2016,Fall
West Thumb Geyser Basin,10,2016,Fall
San Francisco Chinatown,10,2016,Fall
Harvard & Stone,10,2016,Fall
Grand Canyon- Arizona,10,2016,Fall
"SoHo, Manhattan",10,2016,Fall
Upper East Side,10,2016,Fall
Empire State Building,10,2016,Fall
Grand Canyon National Park in Arizona,10,2016,Fall
"The Capitol, Washington D.C.",10,2016,Fall
Tierra Caliente Restaurant,10,2016,Fall
Death Valley National Park,10,2016,Fall
Grand Canyon National Park,10,2016,Fall
"Bedford–Stuyvesant, Brooklyn",10,2016,Fall
Canyonlands National Park,10,2016,Fall
"Moab, Utah",10,2016,Fall
Arches National Park,10,2016,Fall
D.U.M.B.O.,10,2016,Fall
"The Pines Resort, Bass Lake",10,2016,Fall
"Hollywood Sign, Hollywood, CA",10,2016,Fall
Grand Canyon National Park,10,2016,Fall
"Washington, District of Columbia",10,2016,Fall
Hollywood Wax Museum,10,2016,Fall
"Times Square, New York City",10,2016,Fall
Tunnel View,10,2016,Fall
Arches National Park,10,2016,Fall
Arches National Park,10,2016,Fall
"Santa Ana, California",10,2016,Fall
"Sedona, Arizona",10,2016,Fall
Bowery Art Mural,10,2016,Fall
South Beach Miami,10,2016,Fall
Five Guys,10,2016,Fall
"Miami Beach, Florida",10,2016,Fall
Grand Canyon- Arizona,10,2016,Fall
"Hollywood Sign, Hollywood, CA",10,2016,Fall
Arches National Park,10,2016,Fall
Arches National Park,10,2016,Fall
Arches National Park,10,2016,Fall
San Francisco RV Resort,10,2016,Fall
Golden Gate Bridge In San Francisco California,10,2016,Fall
Mari Vanna Washington DC,10,2016,Fall
Bryce Canyon National Park,10,2016,Fall
Golden Gate National Recreation Area,10,2016,Fall
Golden Gate Bridge,09,2014,Fall
Golden Gate Bridge,09,2014,Fall
Yosemite National Park,10,2016,Fall
Lax International Airport,10,2016,Fall
Yosemite National Park,10,2016,Fall
Qualcomm Stadium,10,2016,Fall
Canyonlands National Park,10,2016,Fall
Downtown Philadelphia,10,2016,Fall
Downtown Chicago,10,2016,Fall
Pacifica Ocean Beach,10,2016,Fall
Shelter Island House,10,2016,Fall
Coney Island,10,2016,Fall
"Times Square, New York City",10,2016,Fall
Rockefeller Center,10,2016,Fall
Central Park in NYC,10,2016,Fall
Palms Springs,10,2016,Fall
Blue Ridge Mountains,10,2016,Fall
Newyork Skyline,10,2016,Fall
Liberty State Park,10,2016,Fall
Balboa Park,10,2016,Fall
"Manhattan, New York",10,2016,Fall
Bervely Hills,10,2016,Fall
Hollywood Sign,10,2016,Fall
Malibu California State Beach,10,2016,Fall
"Malibu, California",10,2016,Fall
"Santa Monica, California",10,2016,Fall
The Beach Santa Monica,10,2016,Fall
"Santa Monica, California",10,2016,Fall
Santa Monica Pier,10,2016,Fall
Santa Monica Pier,10,2016,Fall
Coronado Island San Diego,10,2016,Fall
Waikiki Beach,10,2016,Fall
Valley Of The Gods,10,2016,Fall
Monument Valley,10,2016,Fall
Wilshire Crest Hotel,10,2016,Fall
Death Valley .. LSU Stadium Baton Rouge La,10,2016,Fall
Hollywood,10,2016,Fall
Valley of the Gods,10,2016,Fall
Canyonlands National Park,10,2016,Fall
Canyonlands National Park,10,2016,Fall
Canyonlands National Park,10,2016,Fall
Canyonlands National Park,10,2016,Fall
"Salkum, Washington",10,2016,Fall
Tuolumne Meadows,10,2016,Fall
Route 1 - Pacific Coast Hwy,10,2016,Fall
"Times Square, New York City",10,2016,Fall
Highland Ave,10,2016,Fall
"Mission District, San Francisco",10,2016,Fall
Arches National Park,10,2016,Fall
Embarcadero Muni Station,10,2016,Fall
Golden Gate Bridge,10,2016,Fall
San Francisco Ferry Building,10,2016,Fall
Hualapai Ranch. Grand Canyon West,10,2016,Fall
Canyonlands National Park,10,2016,Fall
Arches National Park,10,2016,Fall
The Wizarding World of Harry Potter at Universal Studios Hollywood,10,2016,Fall
Universal Studios Hollywood,10,2016,Fall
Universal Studios Hollywood,10,2016,Fall
"Santa Monica, California",10,2016,Fall
The Alamo,10,2016,Fall
The San Antonio River Walk,10,2016,Fall
The San Antonio River Walk,10,2016,Fall
Universal Studios Florida,10,2016,Fall
"Conshohocken, Pennsylvania",10,2016,Fall
"Coba ,cancun",10,2016,Fall
Hollywood Blvd.,10,2016,Fall
O̲R̲eserva do Paiva,10,2016,Fall
NYPL The New York Public Library,10,2016,Fall
"Mission District, San Francisco",10,2016,Fall
Mapbox,10,2016,Fall
San Francisco Ferry Building,10,2016,Fall
Vencie Beach,10,2016,Fall
Half Dome,10,2016,Fall
"Death Valley Desert, California (USA)",10,2016,Fall
"San Diego, California",10,2016,Fall
"Times Square, New York City",10,2016,Fall
Upper West Side,10,2016,Fall
Monolake,10,2016,Fall
Santa Monica Pier,10,2016,Fall
"Mission District, San Francisco",10,2016,Fall
Arches National Park,10,2016,Fall
Grand Central Terminal,10,2016,Fall
Vencie Beach,10,2016,Fall
"Paradise, Mount Rainier National Park",10,2016,Fall
Kemah Boardwalk,09,2016,Fall
Disney's Animal Kingdom Park,09,2016,Fall
The Brooklyn Bridge New York City,09,2016,Fall
Joshua Tree National Park,09,2016,Fall
Joshua Tree National Park - Ryan Mountain Summit,09,2016,Fall
The Crossings Premium Outlets,09,2016,Fall
Hollywood Walk of Fame,09,2016,Fall
"Los Angeles, California",09,2016,Fall
"Wildlife Loop Road, Custer State Park",09,2016,Fall
"Multnomah Falls, Columbia River Gorge National Scenic Area",09,2016,Fall
Balboa Park,09,2016,Fall
Universal Studio,09,2016,Fall
"Pahrump, Nevada",09,2016,Fall
"Tel Aviv, Israel",09,2016,Fall
Muir Woods National Monument,09,2016,Fall
"Pioneertown, California",09,2016,Fall
Monument Valley,09,2016,Fall
Mount Tallac,09,2016,Fall
Santa Monica Resort,09,2016,Fall
Yankee Stadium,09,2016,Fall
Mickey's Not-So-Scary Halloween Party,09,2016,Fall
Crater Lake National Park,09,2016,Fall
Five Guys,09,2016,Fall
Empire State Building,09,2016,Fall
Presidio National Park,09,2016,Fall
The Golden Gate Bridge,09,2016,Fall
Alcatraz Federal Penitentiary,09,2016,Fall
"San Francisco, California",09,2016,Fall
The Coit Tower,09,2016,Fall
The Coit Tower,09,2016,Fall
The Coit Tower,09,2016,Fall
Heathrow Airport,09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
Disney's Magic Kingdom,09,2016,Fall
Yellowstone National Park.,09,2016,Fall
Mt Tallac Trail,09,2016,Fall
"Grand Teton National Park, WY",09,2016,Fall
Grand Teton National Park,09,2016,Fall
Grand Teton National Park,09,2016,Fall
"Grand Tetons, Jackson Hole, Wyoming",09,2016,Fall
Grand Teton National Park,09,2016,Fall
"Grand Teton National Park, WY",09,2016,Fall
Grand Teton National Park,09,2016,Fall
Hyatt Regency Schaumburg Chicago,09,2016,Fall
Grand Prismatic Spring,09,2016,Fall
Andaz West Hollywood,09,2016,Fall
"Austin, Texas",09,2016,Fall
Grand Prismatic Spring,09,2016,Fall
Grand Prismatic Spring,09,2016,Fall
Grand Prismatic Spring,09,2016,Fall
Yellowstone National Park,09,2016,Fall
Yellowstone National Park,09,2016,Fall
Grand Prismatic Spring,09,2016,Fall
Jfk-  John F. Kennedy International Airport New York Terminal 1,09,2016,Fall
Fremont Street Experience Las Vegas,09,2016,Fall
Oneonta George,09,2016,Fall
Transformers @ Universal Studios Hollywood,09,2016,Fall
"Glendale, Utah",09,2016,Fall
"San Francisco, California",09,2016,Fall
Washington D.C. Lincoln Monument,09,2016,Fall
"Venice Beach, CA",09,2016,Fall
White Pocket,09,2016,Fall
"Twin Peaks, California",09,2016,Fall
The Cosmopolitan of Las Vegas,09,2016,Fall
Monument Valley,09,2016,Fall
Crater Lake National Park Oregon,09,2016,Fall
"South Lake Tahoe, California",09,2016,Fall
San Francisco Ferry Building,09,2016,Fall
San Francisco Ferry Building,09,2016,Fall
"Financial District, Manhattan",09,2016,Fall
Crater Lake National Park Oregon,09,2016,Fall
San Francisco Ferry Building,09,2016,Fall
Pier 33 - Alcatraz Ferry,09,2016,Fall
"San Francisco, California",09,2016,Fall
Pier39 Fishermans Wharf,09,2016,Fall
Pier 33 - Alcatraz Ferry,09,2016,Fall
Thomas Jefferson Memorial,09,2016,Fall
Washington Dc Florida Avenue,09,2016,Fall
Washington Dc Florida Avenue,09,2016,Fall
Yellowstone National Park,09,2016,Fall
Lake Tahoe,09,2016,Fall
Dallas Arboretum and Botanical Garden,09,2016,Fall
"San Francisco, California",09,2016,Fall
Disney's Hollywood Studios,09,2016,Fall
The Wizarding World of Harry Potter at Universal Studios Hollywood,09,2016,Fall
Universal Studios Hollywood,09,2016,Fall
Grand Prismatic Spring,09,2016,Fall
Grand Prismatic Spring,09,2016,Fall
Yellowstone National Park,09,2016,Fall
Mammoth Hot Springs,09,2016,Fall
Mammoth Hot Springs,09,2016,Fall
Disney's Hollywood Studios,09,2016,Fall
"San Francisco, California",09,2016,Fall
Hyde Street Pier,09,2016,Fall
Zion National Park,09,2016,Fall
Lake Havasu,09,2016,Fall
The Neon Museum,09,2016,Fall
The Neon Museum,09,2016,Fall
Portland Union Station,09,2016,Fall
"San Clemente, California",09,2016,Fall
Disney's Hollywood Studios,09,2016,Fall
Yellowstone Nat'l Park,09,2016,Fall
San Diego Harbor - Broadway Pier,09,2016,Fall
"Castro District, San Francisco",09,2016,Fall
"Castro District, San Francisco",09,2016,Fall
Apollo Theater,09,2016,Fall
Brooklyn Bridge,09,2016,Fall
The Hollywood Tower Hotel - Disney Hollywood Studio,09,2016,Fall
San Francisco Hyde Street,09,2016,Fall
Alcatraz Island,09,2016,Fall
Golden Gate Bridge,09,2016,Fall
"San Francisco, California",09,2016,Fall
"Manassas, Virginia",09,2016,Fall
Cape Flattery,09,2016,Fall
"San Francisco, California",09,2016,Fall
The Cosmopolitan of Las Vegas,09,2016,Fall
"Bryce National Park , Bryce, Utah",09,2016,Fall
"Seattle, Washington",09,2016,Fall
Yosemite National Park,09,2016,Fall
Hollywood Bowl Overlook,09,2016,Fall
Monument Valley,09,2016,Fall
"Glendale, Utah",09,2016,Fall
"Roy's Motel, Amboy",09,2016,Fall
"Bryce Canyon National Park, Utah",09,2016,Fall
Grand Canyon National Park,09,2016,Fall
"Seligman, Arizona",09,2016,Fall
Roche Bobois,09,2016,Fall
Madame Tussauds Hollywood,09,2016,Fall
Hoover Dam,09,2016,Fall
San Francisco Giants AT & T Baseball Park,09,2016,Fall
Arlington National Cemetery,09,2016,Fall
Staten Island Ferry Boat,09,2016,Fall
Liberty Island Manhattan New York,09,2016,Fall
Liberty Island Manhattan New York,09,2016,Fall
"Salt Lake City, Utah",09,2016,Fall
Epcot - Walt Disney World,09,2016,Fall
Portland Union Station,09,2016,Fall
PIER 39,09,2016,Fall
Wipeout Bar & Grill,09,2016,Fall
PIER 39,09,2016,Fall
Lower Antelope Canyon,09,2016,Fall
Epcot - Walt Disney World,09,2016,Fall
"San Francisco, California",09,2016,Fall
Exploratorium,09,2016,Fall
Hollywood Walk of Fame,09,2016,Fall
IHOP on Victory Dr.,09,2016,Fall
"Montross, Virginia",09,2016,Fall
Bodie State Historic Park,09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
"Alabama Hills, California",09,2016,Fall
"Seligman, Arizona",09,2016,Fall
Miami Beach South Beach,09,2016,Fall
"Sedona, Arizona",09,2016,Fall
Yosemite National Park,09,2016,Fall
Joshua Tree National Park,09,2016,Fall
Yosemite National Park,09,2016,Fall
"Big Sur, California",09,2016,Fall
Antelope Canyon,09,2016,Fall
Universal CityWalk Hollywood,09,2016,Fall
"Conservatory Of Flowers, Golden Gate Park",09,2016,Fall
San Francisco Conservatory of Flowers,09,2016,Fall
Sunland Park,09,2016,Fall
Ozzie's Diner,09,2016,Fall
Cape Flattery,09,2016,Fall
Epcot - Walt Disney World,09,2016,Fall
Disney's All-Star Movies Resort,09,2016,Fall
La Jolla Cove,09,2016,Fall
Universal Studios Hollywood,09,2016,Fall
Aeropuerto Internacional De La Cd De Mexico Terminal 1,09,2016,Fall
"Central Park Fountain, NYC",09,2016,Fall
United States,09,2016,Fall
"San Francisco, California",09,2016,Fall
Kerry Park,09,2016,Fall
"Napa, California",09,2016,Fall
"Alcatraz Prison Island, San Francisco",09,2016,Fall
Venice Beach Boardwalk,09,2016,Fall
Las Pirámides De Teotihuacan,09,2016,Fall
Googleplex,09,2016,Fall
Dallas Arboretum and Botanical Garden,09,2016,Fall
Monument Valley State Park,09,2016,Fall
Bellagio Las Vegas,09,2016,Fall
"Central Park West Side Manhattan, New York",09,2016,Fall
Detroit International Ariport,09,2016,Fall
Dallas Arboretum and Botanical Garden,09,2016,Fall
Dallas Arboretum and Botanical Garden,09,2016,Fall
Dallas Arboretum and Botanical Garden,09,2016,Fall
Yosemite National Park,09,2016,Fall
"Venice, California",09,2016,Fall
Lake Front Trail,09,2016,Fall
Maggie Daley Park,09,2016,Fall
"Chicago, Illinois",09,2016,Fall
Maggie Daley Park,09,2016,Fall
Maggie Daley Park,09,2016,Fall
Millennium Park,09,2016,Fall
Millennium Park,09,2016,Fall
Navy Pier,09,2016,Fall
Addison station (CTA Red Line),09,2016,Fall
The MET Rooftop Garden,09,2016,Fall
Grand Teton National Park,09,2016,Fall
"Saratoga Springs, New York",09,2016,Fall
Palouse Falls State Park,09,2016,Fall
"Chicago, Illinois",09,2016,Fall
Lake Front Trail,09,2016,Fall
Lake Shore Park,09,2016,Fall
"Chicago, Illinois",09,2016,Fall
Navy Pier,09,2016,Fall
Chicago Cultural Center,09,2016,Fall
"San Francisco, California",09,2016,Fall
Chicago Cultural Center,09,2016,Fall
"Central Park South, NYC",09,2016,Fall
Central Park,09,2016,Fall
"Mojave Desert, CA",09,2016,Fall
Puck Building,09,2016,Fall
Joy's Noodles & Rice,09,2016,Fall
"Grand Teton National Park, Wy",09,2016,Fall
"Alcatraz Prison Island, San Francisco",09,2016,Fall
Grand Central Market,09,2016,Fall
"Santa Monica, California",09,2016,Fall
Golden Gate Bridge,09,2016,Fall
Bryce Canyon National Park,09,2016,Fall
Twin Peaks Summit,09,2016,Fall
"New York, New York",09,2016,Fall
"New York, Statue of Liberty",09,2016,Fall
Brooklyn Bridge,09,2016,Fall
"Santa Cruz, California",09,2016,Fall
"San Francisco, California",09,2016,Fall
Painted Ladies,09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
Universal Studios Hollywood,09,2016,Fall
Downtown Dallas,09,2016,Fall
"San Francisco, California",09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
Millennium Park,09,2016,Fall
"Chicago, Illinois",09,2016,Fall
Navy Pier,09,2016,Fall
"Washington Monument, D.C.",09,2016,Fall
"Rapid City, South Dakota",09,2016,Fall
Utah State Capitol,09,2016,Fall
Temple Square,09,2016,Fall
W New York - Times Square,09,2016,Fall
New Work Cities,09,2016,Fall
Empire State Building,09,2016,Fall
Rockefeller Center,09,2016,Fall
"Central Park South, NYC",09,2016,Fall
"San Francisco, California",09,2016,Fall
Golden Gate Bridge,09,2016,Fall
Venice Beach,09,2016,Fall
Santa Monica Pier,09,2016,Fall
"Los Angeles, California",09,2016,Fall
Bellagio Las Vegas,09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
Famous Las Vegas Sign,09,2016,Fall
Navajo Loop Trail,09,2016,Fall
"Sunset Point, Bryce National Park",09,2016,Fall
Navajo Bridge,09,2016,Fall
Grand Canyon South Rim Arizona,09,2016,Fall
Grand Canyon South Rim Arizona,09,2016,Fall
H&M Chicago,09,2016,Fall
National Mall,09,2016,Fall
G Suite - The Palms,09,2016,Fall
Kerry Park,09,2016,Fall
"Cancún, Quintana Roo",09,2016,Fall
"Las Vegas, Nevada",09,2016,Fall
"Chimney Rock, North Carolina",09,2016,Fall
Old York Cellars Winery,09,2016,Fall
"Hoover Dam, Nevada And Arizona",09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
"Arches Nation Park, Utah",09,2016,Fall
Fossil Falls,09,2016,Fall
CY Noodle and Chinese Restaurant,09,2016,Fall
Thomas Jefferson Memorial,09,2016,Fall
Cheese Cake Factory @ South Park Mall,09,2016,Fall
"Beverly Hills, California",09,2016,Fall
Yosemite National Park,09,2016,Fall
Hollywood Hills,09,2016,Fall
Grand Teton National Park,08,2016,Summer
"Tower Falls, Yellowstone National Park",08,2016,Summer
Horseshoe Bend,09,2016,Fall
"Oak Alley, Louisiana",09,2016,Fall
Brooklyn Bridge,09,2016,Fall
"Houston International Airport, Texas, USA",09,2016,Fall
Central Park in NYC,09,2016,Fall
Central Park in NYC,09,2016,Fall
"New York, Statue of Liberty",09,2016,Fall
Freedom Tower NYC,09,2016,Fall
The Adler Planetarium,09,2016,Fall
"Los Angeles, Santa Monica, CA, USA",09,2016,Fall
"Los Angeles, California",09,2016,Fall
Grand Canyon National Park,04,2013,Spring
"Laguna Beach, California",09,2016,Fall
Hollywood Boulevard,09,2016,Fall
Hollywood Sign,09,2016,Fall
Hard Rock Cafe Hollywood on Hollywood Blvd.,09,2016,Fall
Rickhouse,09,2016,Fall
Hollywood Walk of Fame,09,2016,Fall
"San Francisco, California",09,2016,Fall
Delano Las Vegas,09,2016,Fall
Downtown Los Angeles,09,2016,Fall
The Broad,09,2016,Fall
"Los Angeles, California",09,2016,Fall
Central Park in NYC,09,2016,Fall
"Denver, Colorado",09,2016,Fall
Old South Church in Boston,09,2016,Fall
Copley Square,09,2016,Fall
"Boston, Massachusetts",09,2016,Fall
Trinity Church (Boston),09,2016,Fall
Copley Square,09,2016,Fall
"Boston, Massachusetts",09,2016,Fall
Boston Common Squre,09,2016,Fall
Harvard University,09,2016,Fall
Yosemite National Park,09,2016,Fall
Chicago Riverwalk,09,2016,Fall
Famous Las Vegas Sign,09,2016,Fall
Delano Las Vegas,09,2016,Fall
Bellagio Las Vegas,09,2016,Fall
"Manassas, Virginia",09,2016,Fall
Monument Valley National Park,09,2016,Fall
"Chicago, Illinois",09,2016,Fall
"Los Angeles, California",09,2016,Fall
One World Trade Center,09,2016,Fall
Cinnabon at Fashion Centre at Pentagon City,09,2016,Fall
"Bryce Canyon National Park, Utah",09,2016,Fall
Palm Springs Rendezvous,09,2016,Fall
Gordon Ramsay Plane Food,09,2016,Fall
Kerry Park,09,2016,Fall
Glacier Point - Yosemite,09,2016,Fall
In-N-Out Burger,09,2016,Fall
Cloud Gate,09,2016,Fall
Grand View Point - Canyonland National Park,09,2016,Fall
Yosemite National Park,09,2016,Fall
"Santa Cruz, California",09,2016,Fall
Empire State Building,09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
Yellowstone National Park,09,2016,Fall
Yellowstone National Park,09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
Dallas Aquarium Zoo,09,2016,Fall
Valley of Fire,09,2016,Fall
St. Andrews State Park,09,2016,Fall
Weehawken Waterfront,09,2016,Fall
"Residence Inn by Marriott Washington, DC Downtown",09,2016,Fall
Arches National Park,09,2016,Fall
"Times Square, New York City",09,2016,Fall
Central Park,09,2016,Fall
Venice Beach,09,2016,Fall
Fisherman's Wharf,09,2016,Fall
"New York, New York",09,2016,Fall
Hoover Dam,09,2016,Fall
"Monument Valley/Kayenta, Arizona",09,2016,Fall
"Highline, New York City",09,2016,Fall
National Mall,09,2016,Fall
"Central Park West Side Manhattan, New York",09,2016,Fall
Willis Tower,09,2016,Fall
"Winchester, Virginia",09,2016,Fall
"Cocoa Beach, Florida",09,2016,Fall
The High Line,09,2016,Fall
Canyonlands National Park,09,2016,Fall
Spring Street,08,2016,Summer
Montauk - The Hamptons,08,2016,Summer
"Cloud Gate ('The Bean'), Millenium Park",08,2016,Summer
Michigan Avenue Bridge,08,2016,Summer
Skydeck Chicago,08,2016,Summer
The Art Institute of Chicago,08,2016,Summer
The Bean @ Millenium Park,08,2016,Summer
ONE WORLD OBSERVATORY,08,2016,Summer
ONE WORLD OBSERVATORY,08,2016,Summer
"DUMBO, Brooklyn",08,2016,Summer
"SoHo, Manhattan",08,2016,Summer
Pacific Park,09,2016,Fall
The Grey Dog,09,2016,Fall
Santa Fe Depot,09,2016,Fall
California,09,2016,Fall
Seligman Route 66,09,2016,Fall
Seligman Route 66,09,2016,Fall
Road 66,09,2016,Fall
Empire State Building,08,2016,Summer
Bryant Park,08,2016,Summer
JFK Terminal 8 - American Airlines,08,2016,Summer
Frenchie's Italian Restaurant,09,2016,Fall
"Big Sur, California",09,2016,Fall
Willis Tower,09,2016,Fall
"World Trade Center 9/11 Memorial, NYC",09,2016,Fall
Death Valley National Park,09,2016,Fall
Canon Beach Oregon,09,2016,Fall
Hilton Vancouver Washington,09,2016,Fall
Cloud Gate,09,2016,Fall
"Chinatown, Manhattan",09,2016,Fall
230 Fifth: Best Heated Rooftop Bar/Club/Restaurant In NYC,09,2016,Fall
Empire State Building,09,2016,Fall
Empire State Building,09,2016,Fall
Horseshoe Bend,09,2016,Fall
Empire State Building,09,2016,Fall
Liberty Island,09,2016,Fall
Yosemite National Park,09,2016,Fall
"San Francisco, California",09,2016,Fall
Lake Mead By Hoover Dam In Nevada,09,2016,Fall
"Breckenridge, Colorado",09,2016,Fall
"Green River, Utah",09,2016,Fall
